0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
1.6548094650719674e-11,1.579228760344944e-11,1.5094344383473684e-11,1.4403948693934837e-11,1.375368584282172e-11,1.3133071060063665e-11,1.2583496113278209e-11,1.2009546892515175e-11,1.1439596782636962e-11,1.093312338182592e-11,1.2117755702139752e-11,1.1562795352487962e-11,1.1045732645362761e-11,1.0544195513528033e-11,1.006824014595536e-11,9.63027925404623e-12,9.187151353432066e-12,8.777047704490765e-12,8.375731605523527e-12,8.000964084986916e-12,7.63796979637419e-12,7.292317489971968e-12,6.969828900534528e-12,6.652019185549926e-12,6.359758399990862e-12,6.069888766075562e-12,5.7970622394683066e-12,5.533790353541989e-12,5.286183702792219e-12,5.046356279760076e-12,4.818629101373972e-12,4.60644415842151e-12,4.394945351940045e-12,4.200317146025384e-12,4.01033549377646e-12,3.829085685129989e-12,3.655490958102599e-12,3.490145186584927e-12,3.3378007065821094e-12,3.1836366524376714e-12,3.043447367229139e-12,2.903711580756592e-12,2.774308486714582e-12,2.6496023543194706e-12,2.5298518063644646e-12,2.4151589185706577e-12,2.3061960330414187e-12,2.204438624944975e-12,2.103407874179327e-12,2.010120312385391e-12,1.9197794348536184e-12,1.832534834264706e-12,1.7495100157762339e-12,1.670261806302517e-12,1.5979654424046108e-12,1.5236886083666742e-12,1.4556687812262538e-12,1.3897078005898728e-12,1.3316865884440657e-12,1.2680314307623258e-12,1.2107437578756392e-12,1.1558898045071326e-12,1.1037517434244798e-12,1.0549612697942633e-12,1.0066910802906274e-12,9.643509492225261e-13,9.187432306436332e-13,8.770276815832053e-13,8.374395663014942e-13,7.996552624286767e-13,7.643888471658094e-13,7.292415450973886e-13,6.96662910985037e-13,6.652140690237943e-13,6.371403535432597e-13,6.070076328672727e-13,5.794464429356164e-13,5.541028874707389e-13,5.282613239920808e-13,5.048713190612584e-13,4.818051108595053e-13,4.614073602859008e-13,4.3968559257579294e-13,4.2064588798504397e-13,4.010459659234509e-13,3.827899948701859e-13,3.6580642968056584e-13,3.4918231396786285e-13,3.3341600163606376e-13,3.184894721873159e-13,3.048488197994558e-13,2.905805337871087e-13,2.774390368435868e-13,2.649684420351794e-13,2.5311768755812743e-13,2.4170040252700744e-13,2.3090882710808913e-13,2.2094045261338177e-13,2.1063134306564188e-13,2.0117699010511248e-13,1.9219986519593818e-13
1.4746413045275722e-11,1.407380234929844e-11,1.3450752134036517e-11,1.2839051672136406e-11,1.2288402491787614e-11,1.1707960666621032e-11,1.1196522680821703e-11,1.0681401050657261e-11,1.0198661636340436e-11,1.1297613419976909e-11,1.0791838951320606e-11,1.0309486489904074e-11,9.83776196633555e-12,9.407214562211437e-12,8.978306178291599e-12,8.574766220657253e-12,8.192238276580109e-12,7.817219818502345e-12,7.463051991166403e-12,7.1256325518984365e-12,6.813714724325615e-12,6.499743788659276e-12,6.21295335712695e-12,5.931905197637807e-12,5.663781340036813e-12,5.4106740985405314e-12,5.164785090219363e-12,4.930789239525184e-12,4.708378918176051e-12,4.500248902733369e-12,4.294337998231719e-12,4.113724424105191e-12,3.9191705371503805e-12,3.7501553682747324e-12,3.5747966520265886e-12,3.411165581173395e-12,3.260726314926857e-12,3.110795079304468e-12,2.972474204284935e-12,2.8381945029133893e-12,2.717910353105717e-12,2.588713473449714e-12,2.471799852037499e-12,2.3618446914357926e-12,2.253454614784041e-12,2.1536776474790467e-12,2.0552819241365543e-12,1.968269313598008e-12,1.8745465116855376e-12,1.7943892130135602e-12,1.710779952954215e-12,1.6328193215914907e-12,1.5604553084976324e-12,1.4888426988967918e-12,1.4225683675915892e-12,1.3577612495241795e-12,1.3004226306343784e-12,1.2395570430983074e-12,1.1829813627212058e-12,1.1303011051790428e-12,1.078520129565203e-12,1.030694642341013e-12,9.836686162154453e-13,9.417779971354452e-13,8.971630993200014e-13,8.586117664100782e-13,8.189672166255279e-13,7.814650073481762e-13,7.46782534376825e-13,7.125711831381437e-13,6.825284098513722e-13,6.502078951955555e-13,6.222265520021248e-13,5.932092758562696e-13,5.669795339471195e-13,5.409314535247004e-13,5.162431054955278e-13,4.932691820287843e-13,4.707911119371471e-13,4.509420484217748e-13,4.293869246499147e-13,4.108549056481486e-13,3.919294818517855e-13,3.74012316213103e-13,3.5738986716310143e-13,3.4117555174569357e-13,3.265737322721917e-13,3.111811641492222e-13,2.9773210414871597e-13,2.8389304243855856e-13,2.7131933924827856e-13,2.589452407400103e-13,2.473105056220273e-13,2.3627997166417806e-13,2.2566301989944122e-13,2.1563266900146469e-13,2.0590302743737488e-13,1.9661127713926876e-13,1.879369748820626e-13,1.7945209779326066e-13,1.714015719009162e-13
1.3156508160908409e-11,1.2538214310497787e-11,1.2001786775212765e-11,1.1441721032853622e-11,1.0925149169785996e-11,1.043596358204814e-11,9.964655447727524e-12,9.514870757016104e-12,9.085579491204671e-12,8.69223798050986e-12,9.635806080013265e-12,9.189989063511723e-12,8.780594076378119e-12,8.377575075404753e-12,8.006111840729426e-12,7.637970703233785e-12,7.297839901606149e-12,6.965273558162187e-12,6.658899719439725e-12,6.351098269726494e-12,6.0683860519058454e-12,5.7955563188630944e-12,5.547341215325684e-12,5.2876972267627184e-12,5.046356393926958e-12,4.8216333944864336e-12,4.601266580334835e-12,4.396732435378173e-12,4.19612888100892e-12,4.0174328128695706e-12,3.827114055738343e-12,3.662662323881935e-12,3.4935465071300143e-12,3.333569683678511e-12,3.1856213893528526e-12,3.0396827293513943e-12,2.9095490673702877e-12,2.772075951940353e-12,2.6542911276325114e-12,2.530509290236941e-12,2.418618599314372e-12,2.3075027994043787e-12,2.202187356576423e-12,2.1041853070569055e-12,2.00829846051703e-12,1.9223199376003782e-12,1.8321860268664662e-12,1.7526228874629408e-12,1.6718908997143842e-12,1.5954511788275777e-12,1.524551976586102e-12,1.4548209175694022e-12,1.3930966596731243e-12,1.327435112915651e-12,1.2693763825172016e-12,1.2110295746755064e-12,1.1573927324424244e-12,1.1043203650502415e-12,1.0539820526379025e-12,1.0070294076661171e-12,9.611906482042856e-13,9.19844802138113e-13,8.770276816049712e-13,8.386686582764052e-13,8.001193051547644e-13,7.635893163770291e-13,7.296172296015383e-13,6.962937429509449e-13,6.665845330065466e-13,6.354224694124208e-13,6.074375194772195e-13,5.795707358048765e-13,5.53862865263595e-13,5.285088190642368e-13,5.044984582952259e-13,4.819523844259096e-13,4.600367138551583e-13,4.401634959999166e-13,4.1981946225273173e-13,4.0117242643596326e-13,3.8291858779953277e-13,3.655326575454854e-13,3.4918231396812503e-13,3.334825758282724e-13,3.189637290860813e-13,3.04106936389055e-13,2.9068401948506784e-13,2.7743903684371824e-13,2.6505199366632436e-13,2.5305915393990654e-13,2.417004025270954e-13,2.3090882710820414e-13,2.2053663856640657e-13,2.1073724595830788e-13,2.0117699010518826e-13,1.921998651960057e-13,1.8361858987074154e-13,1.753804780886355e-13,1.6757006213238968e-13,1.6000342410100102e-13,1.529393051130995e-13
1.170798912672979e-11,1.1177717712281124e-11,1.0676678054821089e-11,1.0196557355160472e-11,9.746103048546572e-12,9.29845774466745e-12,8.87890471510234e-12,8.490765287344618e-12,8.106094768973343e-12,8.97831428774355e-12,8.574773286689493e-12,8.205850680292592e-12,7.821365254826812e-12,7.476348136499989e-12,7.1300940811244896e-12,6.80586869679223e-12,6.50342871557591e-12,6.205968312829657e-12,5.942674013511196e-12,5.6625669589287055e-12,5.417838158218207e-12,5.16600487075145e-12,4.9372018295150295e-12,4.7108048690746565e-12,4.496071629519592e-12,4.295781386607418e-12,4.1026322075961295e-12,3.9238702753523e-12,3.741220544751352e-12,3.577589099372621e-12,3.413145174746501e-12,3.260726389020299e-12,3.11239771368475e-12,2.9702465032062855e-12,2.8435132807279258e-12,2.7105821326893433e-12,2.591204109355829e-12,2.4723300713304643e-12,2.3626655763651266e-12,2.2545103849096137e-12,2.1518602014630525e-12,2.055910166203818e-12,1.963462860527201e-12,1.8776473387127666e-12,1.7905147497993594e-12,1.7113194113784017e-12,1.6334522711782591e-12,1.5604553100441986e-12,1.4895402356375627e-12,1.4215985464600853e-12,1.3599501767553065e-12,1.2972470455514062e-12,1.239998492841139e-12,1.1832120069450429e-12,1.1306575198008047e-12,1.0789797679336242e-12,1.0300025360509237e-12,9.839421527597645e-13,9.396939680917243e-13,8.985101700192877e-13,8.569307209115527e-13,8.189672166900148e-13,7.817404204200087e-13,7.467825344091102e-13,7.128748631201133e-13,6.806964349380473e-13,6.507894970533548e-13,6.208496478127679e-13,5.934009287962439e-13,5.66393280069653e-13,5.409314535300533e-13,5.164907737924873e-13,4.929679406731191e-13,4.715686391199214e-13,4.4973167463944427e-13,4.299723567065189e-13,4.101912945029737e-13,3.9192948185313163e-13,3.741301345491114e-13,3.57389867163775e-13,3.411755517459491e-13,3.2583308545600965e-13,3.1156231014514726e-13,2.9721066427755457e-13,2.8397628460642805e-13,2.711319514106339e-13,2.5894524074018016e-13,2.4731050562217423e-13,2.362799716643096e-13,2.2566301989961103e-13,2.155269650237894e-13,2.0584717695809742e-13,1.966112771393821e-13,1.8793697488216342e-13,1.7945209779339064e-13,1.714015719010293e-13,1.637135093179218e-13,1.5641092517947132e-13,1.495840525405669e-13,1.4280365357232058e-13,1.3641044404812023e-13
1.0433866842343583e-11,9.969452226861056e-12,9.516599000913042e-12,9.093480660465997e-12,8.67490704398688e-12,8.29459416400339e-12,7.925244680226065e-12,7.566010076128616e-12,7.217043214291984e-12,6.896699200112406e-12,7.639464095011873e-12,7.303022695462283e-12,6.966481373559382e-12,6.651044692675883e-12,6.3540757457284675e-12,6.0642484763553965e-12,5.804194485927986e-12,5.533791154085531e-12,5.2895824887462296e-12,5.047340806348565e-12,4.8231548511727915e-12,4.602707062956436e-12,4.394301067937608e-12,4.200317677044306e-12,4.008542164782473e-12,3.832861085371819e-12,3.6554910246085505e-12,3.4935466514969977e-12,3.3347446144384665e-12,3.1856214616284965e-12,3.0409782061947782e-12,2.9024372172767587e-12,2.777398867184447e-12,2.6489462877936643e-12,2.5313268868308946e-12,2.4161177514564e-12,2.3075028113896385e-12,2.2028143858285847e-12,2.1031272744017826e-12,2.0116152618396663e-12,1.918463216863998e-12,1.8341740253627045e-12,1.7497920527528457e-12,1.671890902727966e-12,1.5959625295458616e-12,1.5245519780949566e-12,1.4553850278553884e-12,1.3897078010498207e-12,1.3285129519207082e-12,1.267516075863455e-12,1.2113846696414132e-12,1.1565933743668812e-12,1.104320365300468e-12,1.0542551048014811e-12,1.0064699556490299e-12,9.626322250324012e-13,9.181708385063518e-13,8.777398015820443e-13,8.374395663454399e-13,8.001193052176765e-13,7.638119331026318e-13,7.296172296330405e-13,6.96539440186568e-13,6.651142009176273e-13,6.357670429548477e-13,6.066294571159883e-13,5.797250300236138e-13,5.536704364155181e-13,5.285088190694605e-13,5.046455396897288e-13,4.82009574263958e-13,4.606634936940539e-13,4.3943659471697953e-13,4.2004711971135534e-13,4.0086226953516804e-13,3.8291858780084614e-13,3.658064296829918e-13,3.4918231396878267e-13,3.334825758288453e-13,3.1863595716073664e-13,3.042541536425013e-13,2.904973901982696e-13,2.7812185166583945e-13,2.649684420355819e-13,2.5311768755847296e-13,2.4170040252731526e-13,2.310421064652584e-13,2.2053663856665787e-13,2.1079566726563612e-13,2.0117699010537842e-13,1.9219986519617544e-13,1.8375328514099414e-13,1.7551587928434824e-13,1.675700621325541e-13,1.6000342410114773e-13,1.5293930511323024e-13,1.4611246567093685e-13,1.3972033567440838e-13,1.333361002092173e-13,1.273770695740881e-13,1.2181197744116172e-13
9.305001328604277e-12,8.886837060759713e-12,8.480956595848543e-12,8.098190732045003e-12,7.733981497814551e-12,7.385038676181724e-12,7.065341802716614e-12,6.735662938488267e-12,6.436998801819417e-12,7.1319553552985886e-12,6.808053520070122e-12,6.503432093479447e-12,6.212959597544882e-12,5.928210071760006e-12,5.669510578245751e-12,5.410676820669871e-12,5.167521707930932e-12,4.932569820382627e-12,4.710805429260841e-12,4.497236705351988e-12,4.2938167568044274e-12,4.106393327120414e-12,3.916728898428699e-12,3.744258929482351e-12,3.574796994722472e-12,3.4131453155880352e-12,3.2607265751346063e-12,3.1123977842080177e-12,2.9712946365692326e-12,2.8372409832608746e-12,2.712052109843471e-12,2.5877570384302936e-12,2.4729883021728683e-12,2.3618447345786476e-12,2.2545103966057997e-12,2.152367543683413e-12,2.0550548146222964e-12,1.9659270235313354e-12,1.8745465143927358e-12,1.7908638483439389e-12,1.7103460316205299e-12,1.638332479481123e-12,1.5600194737460745e-12,1.489540237110025e-12,1.4220551298731507e-12,1.3579113011752515e-12,1.2978859069906743e-12,1.2385005983242651e-12,1.186410866405229e-12,1.1303011060796424e-12,1.0815565138734721e-12,1.0302757460864788e-12,9.837908969100492e-13,9.404037280154078e-13,8.971630993765403e-13,8.5727092027634e-13,8.185442332753799e-13,7.838538807812724e-13,7.465931190527761e-13,7.128748631508594e-13,6.811634473181936e-13,6.499034097461186e-13,6.211274171688975e-13,5.927497815163362e-13,5.676550661802508e-13,5.406251192370879e-13,5.175074996574151e-13,4.933943275521294e-13,4.708443783130516e-13,4.500402266106911e-13,4.2944030205856755e-13,4.1027319865538197e-13,3.918276514681169e-13,3.7504598284314906e-13,3.5749215612835114e-13,3.411755517465911e-13,3.259823994887343e-13,3.112455358323957e-13,2.972106642779827e-13,2.8389304243934247e-13,2.716117411746412e-13,2.589452407406055e-13,2.476263382809878e-13,2.3627684159904816e-13,2.2566301990003848e-13,2.1552696502416154e-13,2.0590302743782121e-13,1.968433435552665e-13,1.8788216347844578e-13,1.7945209779371683e-13,1.7140157190131396e-13,1.6372150319010109e-13,1.5641092517969107e-13,1.4958405254076285e-13,1.4280365357257074e-13,1.3641044404833826e-13,1.3030544895867331e-13,1.2454713619064188e-13,1.1908959530328378e-13,1.1377451480916658e-13,1.0872293959837149e-13
8.291971193212032e-12,7.92953620180022e-12,7.569419641007208e-12,7.233764517756565e-12,6.894975587067774e-12,6.594986676102351e-12,6.288949271480367e-12,6.0062371517982055e-12,5.738001122419219e-12,6.35407904215983e-12,6.069895543719228e-12,5.79257268681174e-12,5.538401679029313e-12,5.287701254008498e-12,5.048563285332017e-12,4.823157038371249e-12,4.602707609696403e-12,4.397962422656804e-12,4.195706865492923e-12,4.013109201242874e-12,3.827114182313516e-12,3.65794017151281e-12,3.4925472031469247e-12,3.3437628992815197e-12,3.186626310568108e-12,3.0409782750252707e-12,2.9048923381046007e-12,2.7723548628761285e-12,2.64960246173795e-12,2.528549184589827e-12,2.4215007112825817e-12,2.3061960465048494e-12,2.2075812325775876e-12,2.1047191861666885e-12,2.0088066288189094e-12,1.919779461864858e-12,1.83167668010908e-12,1.7501414460985252e-12,1.670411265013917e-12,1.59986940699869e-12,1.524988328896364e-12,1.457682848662036e-12,1.3905741558883146e-12,1.3270197599008961e-12,1.2680314330048762e-12,1.210176779736316e-12,1.1586400681360238e-12,1.103751743705661e-12,1.05632324707862e-12,1.0075497920831743e-12,9.614119942128736e-13,9.187432312074905e-13,8.766540736584371e-13,8.391230820172722e-13,7.994754367253808e-13,7.655058964594682e-13,7.298068468328206e-13,6.975372146872778e-13,6.654910745170309e-13,6.351177708541187e-13,6.068536703019733e-13,5.791996026002086e-13,5.547799199117853e-13,5.282613239979539e-13,5.054619598502008e-13,4.821786019069284e-13,4.60133146053141e-13,4.3968559258756466e-13,4.196715566960473e-13,4.017734642305406e-13,3.8283646832128784e-13,3.6629050982663995e-13,3.4918231397043496e-13,3.337957100025863e-13,3.1848947218926834e-13,3.041069363900601e-13,2.905476104006343e-13,2.774390368448781e-13,2.6528613864343777e-13,2.5305915394078704e-13,2.4187468306942e-13,2.3090882710921837e-13,2.2053663856729025e-13,2.1073724595947746e-13,2.011769901058564e-13,1.9224507924564694e-13,1.8361858987151626e-13,1.7538047808931055e-13,1.675700621329678e-13,1.600034241015164e-13,1.5293930511355941e-13,1.4611246567136135e-13,1.3957021786347974e-13,1.3333610020953697e-13,1.2737706957437339e-13,1.218119774414164e-13,1.1640140682139618e-13,1.1120752622263324e-13,1.0624916795329066e-13,1.015486241072828e-13,9.71572671813162e-14
7.389321940938617e-12,7.0554174011492644e-12,6.735669448053491e-12,6.43273307002783e-12,6.144565483884475e-12,5.871447879684285e-12,5.6033056697031706e-12,5.349676163145043e-12,5.115026090500483e-12,4.885236500308921e-12,5.41068171133592e-12,5.167525969496228e-12,4.932571435428942e-12,4.7135564985882446e-12,4.497237239079994e-12,4.296773040536544e-12,4.1011871019408825e-12,3.91917179946597e-12,3.7396268755757404e-12,3.581965448139428e-12,3.4123399288132113e-12,3.265494082097194e-12,3.113206980785407e-12,2.9755517872807147e-12,2.83884884633981e-12,2.709282367574771e-12,2.588713578267263e-12,2.4723301533559924e-12,2.366578195736356e-12,2.253454627931061e-12,2.156197420857572e-12,2.0568752158494575e-12,1.9628337695387005e-12,1.8756087131736873e-12,1.789820744944345e-12,1.7138834235172344e-12,1.632256757955475e-12,1.5616741575151908e-12,1.4895402408086846e-12,1.4239041521517823e-12,1.3586108625544127e-12,1.2966812050944347e-12,1.238916833775262e-12,1.1832120086576371e-12,1.1316563430473452e-12,1.0789797687912964e-12,1.0313409199530218e-12,9.843617951775826e-13,9.394200898499118e-13,8.976252927870231e-13,8.566284473258955e-13,8.196227854736258e-13,7.817404206356115e-13,7.473114111774274e-13,7.130277769234891e-13,6.814001868192393e-13,6.502078952868024e-13,6.206032607815988e-13,5.929309676244055e-13,5.662688735669703e-13,5.415194033677043e-13,5.163900940571511e-13,4.935499080169924e-13,4.710927803567598e-13,4.4961001127161225e-13,4.295880962067141e-13,4.101251791106775e-13,3.9241111496362647e-13,3.741301345536129e-13,3.5761947136224045e-13,3.4124207020175246e-13,3.2608519045701976e-13,3.112455358336025e-13,2.972106642790586e-13,2.83976284609414e-13,2.7121539755057164e-13,2.5913316353194607e-13,2.47310505623472e-13,2.3627997166546664e-13,2.2566301990111166e-13,2.1563266900367526e-13,2.058471769592372e-13,1.9661127714038165e-13,1.8788216347938615e-13,1.7945209779453695e-13,1.7155420780001357e-13,1.6372150319072013e-13,1.5641092518024284e-13,1.494984086162238e-13,1.4280365357319903e-13,1.3647301054033743e-13,1.303054489591519e-13,1.2454713619106905e-13,1.1908959530383838e-13,1.1377451480965062e-13,1.0872293959878768e-13,1.0385876790000228e-13,9.931574695057181e-14,9.505173006466953e-14,9.093694514374788e-14,8.681945330808474e-14
6.585008211705339e-12,6.290722892892237e-12,6.002788201424449e-12,5.734851426603923e-12,5.474954965092893e-12,5.227376596711727e-12,4.9970490999798365e-12,4.769919469890203e-12,4.5566053286746635e-12,5.047344640366752e-12,4.830411412719753e-12,4.604924840959346e-12,4.401406204662391e-12,4.2037721888675614e-12,4.007374131700087e-12,3.829086966766475e-12,3.654201651709688e-12,3.4982906500205943e-12,3.334745097112981e-12,3.189443542061906e-12,3.041630894293237e-12,2.906714509010553e-12,2.7736539285433997e-12,2.6473664394891713e-12,2.5293221775039262e-12,2.4155871309356334e-12,2.3100113029686726e-12,2.2028144259226934e-12,2.1053829670558577e-12,2.0095853702642006e-12,1.9197795054530067e-12,1.8325348610241325e-12,1.7489482992079188e-12,1.6731043018594702e-12,1.5959625396241074e-12,1.5255314563958064e-12,1.45602077678131e-12,1.3905741631158782e-12,1.3285129652760024e-12,1.2673302335684222e-12,1.210513305006866e-12,1.1560761449637602e-12,1.1054090111861973e-12,1.0542551056387426e-12,1.0075497939006472e-12,9.615633523594476e-13,9.187432321173867e-13,8.770276821419498e-13,8.374395666227172e-13,8.006459960485144e-13,7.638119333130771e-13,7.300426319953479e-13,6.968159647428435e-13,6.654910746679161e-13,6.352986063442626e-13,6.064830624446081e-13,5.801561703687825e-13,5.532908345937334e-13,5.289815629513113e-13,5.045641999987568e-13,4.821786019448665e-13,4.602806207784594e-13,4.396855926065594e-13,4.1973762668917075e-13,4.007961076860955e-13,3.8330538037969353e-13,3.656219878824314e-13,3.4936715461777603e-13,3.335651725986324e-13,3.184894721924184e-13,3.0410693639186495e-13,2.905476104022437e-13,2.7762616611732207e-13,2.6505199367061016e-13,2.5314292384373195e-13,2.4170040252925724e-13,2.309088271110406e-13,2.205366385688781e-13,2.1079566726751846e-13,2.0117193006282073e-13,1.9219986519767158e-13,1.8361858987290763e-13,1.7538047809052373e-13,1.6757006213400615e-13,1.600034241024425e-13,1.5293930511438546e-13,1.46112465672428e-13,1.395702178644096e-13,1.333361002103402e-13,1.2737706957508977e-13,1.2181197744205597e-13,1.1640140682221723e-13,1.112833294427147e-13,1.0624916795391367e-13,1.0154862410783902e-13,9.715726718181286e-14,9.291891463160015e-14,8.884284388544541e-14,8.486412745305596e-14,8.114761584174543e-14,7.767419840330425e-14
5.871485548379846e-12,5.6033150883312785e-12,5.355675488959081e-12,5.110713854441553e-12,4.879991888345419e-12,4.659789453866577e-12,4.464792904359765e-12,4.2611480360928656e-12,4.0589221059129276e-12,3.879218562014507e-12,4.29954197058069e-12,4.1026346080304904e-12,3.919173836469111e-12,3.7412217468963415e-12,3.5723464098039714e-12,3.4169520213939326e-12,3.259724309113062e-12,3.114214043495143e-12,2.97182171826658e-12,2.8388491841303224e-12,2.7100539503152087e-12,2.587411883984235e-12,2.4729886145767815e-12,2.3602254724717388e-12,2.25652743260746e-12,2.1536778053620765e-12,2.056875300783732e-12,1.9634629106483e-12,1.8756087556989994e-12,1.790514774901811e-12,1.7097141229180366e-12,1.634428064164742e-12,1.5593854558181967e-12,1.4903287624371652e-12,1.4229207285105305e-12,1.3586108696067389e-12,1.2970171361570735e-12,1.2383502425694483e-12,1.1842963812886213e-12,1.1295969107396451e-12,1.0798558753205733e-12,1.0302757473250297e-12,9.843617969506729e-13,9.401143914573522e-13,8.976252936748589e-13,8.56930721435752e-13,8.182692307204527e-13,7.821643398741299e-13,7.463172767781572e-13,7.132176008047142e-13,6.811634478613308e-13,6.502078954340492e-13,6.207495781956518e-13,5.925534571838236e-13,5.669795344977096e-13,5.406251192711694e-13,5.164907738683956e-13,4.930869347716306e-13,4.725002318427367e-13,4.499145296034809e-13,4.295880962252512e-13,4.101251791177109e-13,3.9162589695690767e-13,3.743143836458591e-13,3.572411064648666e-13,3.4216462870426006e-13,3.259823995000721e-13,3.1124553583663376e-13,2.9721066428176015e-13,2.8389304244428884e-13,2.712153975552464e-13,2.5912966831732526e-13,2.4731050562580385e-13,2.362799716675456e-13,2.2606592825816259e-13,2.1552696502744668e-13,2.059030274406379e-13,1.9661127714217793e-13,1.8793697488465743e-13,1.7945209779659616e-13,1.7155420780175717e-13,1.637215031922743e-13,1.564109251816292e-13,1.4958405254249263e-13,1.4308240734093719e-13,1.364730105416854e-13,1.3030544896035436e-13,1.245471361921419e-13,1.191680699083037e-13,1.139337211923944e-13,1.0872293959983347e-13,1.0385876790093532e-13,9.931574695140498e-14,9.507043083581886e-14,9.09369451446599e-14,8.681945330889868e-14,8.297432722100739e-14,7.938165454377494e-14,7.60230923864724e-14,7.287869707954396e-14,6.961433927884103e-14
5.232224791632488e-12,4.993573510958035e-12,4.772506952418244e-12,4.555467438335722e-12,4.360089736377475e-12,4.154141205137197e-12,3.972676160012946e-12,3.7899041085467736e-12,3.618621700836391e-12,4.008544507792733e-12,3.8290889543809775e-12,3.657943842740619e-12,3.490569665748679e-12,3.3378056820656853e-12,3.1856232446963907e-12,3.042441864636977e-12,2.906715828322412e-12,2.7736542581866918e-12,2.6479907710121348e-12,2.5282698361721748e-12,2.4175972146086883e-12,2.306196122804079e-12,2.2044390377923333e-12,2.104719387786132e-12,2.009585453136343e-12,1.9197796149414865e-12,1.8325349025237685e-12,1.749510041672374e-12,1.6705958817539598e-12,1.596748565573505e-12,1.523688619667124e-12,1.4596045052897006e-12,1.3905741812706983e-12,1.330605336370045e-12,1.2683857159263919e-12,1.2103272210930512e-12,1.156949355162305e-12,1.1037517452991475e-12,1.0546736468317125e-12,1.0070294108828022e-12,9.643509840184628e-13,9.185102012693141e-13,8.770276830084749e-13,8.380141198116614e-13,7.995558693555667e-13,7.64153665418634e-13,7.292415453333955e-13,6.98368306082152e-13,6.651142010871218e-13,6.366733182735096e-13,6.070076333405413e-13,5.793461574999438e-13,5.536704367555694e-13,5.282613240312342e-13,5.047463039216465e-13,4.817518707136884e-13,4.614073610114258e-13,4.398114356100595e-13,4.1973762670726456e-13,4.01045965983032e-13,3.8278999487989123e-13,3.6570425931390267e-13,3.491158500131949e-13,3.341554430692357e-13,3.1842278264936635e-13,3.0464695087578684e-13,2.905805338020912e-13,2.774390368521955e-13,2.6496844204268027e-13,2.5311768756456564e-13,2.421702183475681e-13,2.3090882711561776e-13,2.2077431178699545e-13,2.1063134307135985e-13,2.0117699011007094e-13,1.9219986520035996e-13,1.836185898764035e-13,1.7538047809357118e-13,1.6757006213661512e-13,1.6000342410476872e-13,1.5293930511646088e-13,1.4611246567510676e-13,1.397203356779303e-13,1.333361002123576e-13,1.2737706957688984e-13,1.2181197744366245e-13,1.166120318532652e-13,1.1128332944446922e-13,1.0624916795547919e-13,1.0154862410923623e-13,9.715726718306091e-14,9.30525943566475e-14,8.884284388681083e-14,8.4864127454275e-14,8.11476158428344e-14,7.767419840427737e-14,7.442626755220185e-14,7.121867256824362e-14,6.806362485834407e-14,6.511517649395482e-14,6.235835351380454e-14
